SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,dTOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,RANGE,runningTotal
BALLARPUR,BE,0.55,0.6,0.55,0.55,0.6,0.55,2177950,1266931.15,0020-01-29,330,INE294A01037,0.04999999999999993,0.04999999999999993,
BALMLAWRIE,EQ,123.3,124.4,117.3,121.35,121.05,123.2,130960,1.595452685E7,0020-01-29,2560,INE164A01016,7.1000000000000085,7.1000000000000085,
BALPHARMA,EQ,49.25,50.9,48.0,48.7,48.9,49.5,10285,508094.75,0020-01-29,221,INE083D01012,2.8999999999999986,2.8999999999999986,
BALRAMCHIN,EQ,168.4,175.8,168.4,174.5,175.0,167.4,916779,1.590041088E8,0020-01-29,8846,INE119A01028,7.400000000000006,7.400000000000006,
BANARBEADS,EQ,34.9,34.9,33.25,33.5,33.25,34.4,286,9539.1,0020-01-29,16,INE655B01011,1.6499999999999986,1.6499999999999986,
BANARISUG,EQ,1463.45,1515.0,1463.45,1512.7,1515.0,1475.0,324,485888.95,0020-01-29,176,INE459A01010,51.549999999999955,51.549999999999955,
BANCOINDIA,EQ,104.0,104.85,103.0,103.1,103.0,103.75,26082,2709406.55,0020-01-29,788,INE213C01025,1.8499999999999943,1.8499999999999943,
BANDHANBNK,EQ,465.0,466.0,445.25,451.15,451.2,462.3,2273052,1.032778806E9,0020-01-29,80123,INE545U01014,20.75,20.75,
BANG,EQ,23.2,23.95,22.15,22.6,22.95,22.6,1671,37955.85,0020-01-29,37,INE863I01016,1.8000000000000007,1.8000000000000007,
BANKBARODA,EQ,93.75,94.2,93.35,93.7,93.65,93.2,14424795,1.351891465E9,0020-01-29,27058,INE028A01039,0.8500000000000085,0.8500000000000085,
BANKBEES,EQ,314.55,316.9,314.55,315.53,315.69,314.13,39598,1.250950657E7,0020-01-29,2526,INF204KB15I9,2.349999999999966,2.349999999999966,
BANKINDIA,EQ,66.9,67.2,66.2,66.45,66.35,66.3,846686,5.64629732E7,0020-01-29,4579,INE084A01016,1.0,1.0,
BANSWRAS,BE,116.8,124.0,116.8,119.7,120.5,121.1,7717,937207.2,0020-01-29,59,INE629D01012,7.200000000000003,7.200000000000003,
BARTRONICS,BE,1.3,1.3,1.3,1.3,1.3,1.3,870,1131.0,0020-01-29,5,INE855F01034,0.0,0.0,
BASF,EQ,1010.0,1020.85,996.0,1001.9,1002.0,1009.0,26806,2.70529788E7,0020-01-29,3832,INE373A01013,24.850000000000023,24.850000000000023,
BASML,EQ,132.15,144.0,132.1,138.05,138.6,131.2,3857,538398.35,0020-01-29,83,INE186H01014,11.900000000000006,11.900000000000006,
BATAINDIA,EQ,1840.0,1860.0,1822.0,1856.35,1855.0,1833.25,451969,8.33043804E8,0020-01-29,19036,INE176A01028,38.0,38.0,
BAYERCROP,EQ,4118.0,4150.0,4090.0,4122.2,4134.0,4081.8,8916,3.672288815E7,0020-01-29,1646,INE462A01022,60.0,60.0,
BBL,EQ,852.4,860.0,850.0,854.7,856.0,846.95,2418,2064485.05,0020-01-29,283,INE464A01028,10.0,10.0,
BBTC,EQ,1180.0,1203.8,1170.15,1188.75,1184.0,1169.3,163235,1.940924202E8,0020-01-29,8542,INE050A01025,33.649999999999864,33.649999999999864,
BCG,BE,4.55,4.95,4.55,4.95,4.95,4.75,452806,2148928.7,0020-01-29,303,INE425B01027,0.40000000000000036,0.40000000000000036,
BCP,BE,22.4,22.4,20.9,21.7,21.0,22.0,69624,1484629.0,0020-01-29,112,INE905P01028,1.5,1.5,
BDL,EQ,297.95,310.95,296.0,303.2,303.35,295.5,106612,3.248026125E7,0020-01-29,3783,INE171Z01018,14.949999999999989,14.949999999999989,
BEARDSELL,BE,8.6,9.25,8.6,9.0,9.0,9.05,6559,58919.0,0020-01-29,34,INE520H01022,0.6500000000000004,0.6500000000000004,
BEDMUTHA,BE,16.5,16.5,15.8,16.5,16.5,16.4,324,5197.6,0020-01-29,5,INE844K01012,0.6999999999999993,0.6999999999999993,
BEL,EQ,100.9,101.15,99.7,100.55,100.55,100.2,9448518,9.475786321E8,0020-01-29,21837,INE263A01024,1.4500000000000028,1.4500000000000028,
BEML,EQ,986.0,999.8,985.0,988.75,985.95,988.4,134845,1.338156098E8,0020-01-29,4790,INE258A01016,14.799999999999955,14.799999999999955,
BEPL,EQ,54.2,54.9,52.05,52.5,52.3,53.8,375252,1.99381642E7,0020-01-29,4420,INE922A01025,2.8500000000000014,2.8500000000000014,
BERGEPAINT,EQ,561.85,574.85,560.75,572.95,574.45,560.75,1127008,6.413025687E8,0020-01-29,16811,INE463A01038,14.100000000000023,14.100000000000023,
BETA,SM,70.1,74.35,70.1,71.05,71.0,73.5,4000,286120.0,0020-01-29,5,INE351Y01019,4.25,4.25,
BFINVEST,EQ,324.7,325.05,316.65,319.25,319.0,321.8,40240,1.28882907E7,0020-01-29,1289,INE878K01010,8.400000000000034,8.400000000000034,
BFUTILITIE,EQ,326.0,327.5,307.35,308.95,309.15,323.5,228613,7.21711561E7,0020-01-29,7707,INE243D01012,20.149999999999977,20.149999999999977,
BGLOBAL,BE,1.4,1.4,1.4,1.4,1.4,1.35,1461,2045.4,0020-01-29,6,INE224M01013,0.0,0.0,
BGRENERGY,EQ,40.5,42.1,39.0,39.75,39.85,40.3,540996,2.19728635E7,0020-01-29,3341,INE661I01014,3.1000000000000014,3.1000000000000014,
BHAGERIA,EQ,115.95,117.95,114.05,114.5,114.05,113.5,14926,1725551.3,0020-01-29,325,INE354C01027,3.9000000000000057,3.9000000000000057,
BHAGYANGR,EQ,22.0,22.45,21.3,21.5,21.3,21.6,3008,65218.95,0020-01-29,54,INE458B01036,1.1499999999999986,1.1499999999999986,
BHAGYAPROP,EQ,22.8,23.75,22.8,23.75,23.75,22.95,5907,135954.6,0020-01-29,71,INE363W01018,0.9499999999999993,0.9499999999999993,
BHANDARI,EQ,1.25,1.25,1.15,1.2,1.15,1.25,96472,116392.85,0020-01-29,88,INE474E01029,0.10000000000000009,0.10000000000000009,
BHARATFORG,EQ,499.8,512.7,499.8,505.0,505.0,499.8,623861,3.165115906E8,0020-01-29,15885,INE465A01025,12.900000000000034,12.900000000000034,
BHARATGEAR,BE,67.15,67.65,65.05,65.55,66.7,67.35,11010,732584.4,0020-01-29,105,INE561C01019,2.6000000000000085,2.6000000000000085,
BHARATRAS,EQ,6495.0,6680.0,6444.0,6486.0,6451.0,6422.6,961,6255410.8,0020-01-29,375,INE838B01013,236.0,236.0,
BHARATWIRE,EQ,27.55,28.9,27.05,27.9,28.0,27.9,17228,473558.8,0020-01-29,462,INE316L01019,1.8499999999999979,1.8499999999999979,
BHARTIARTL,EQ,493.1,501.4,488.25,490.25,490.7,491.25,19668016,9.708706049E9,0020-01-29,175835,INE397D01024,13.149999999999977,13.149999999999977,
BHEL,EQ,43.7,45.1,43.6,44.55,44.6,43.3,15586751,6.938357546E8,0020-01-29,26190,INE257A01026,1.5,1.5,
BIGBLOC,BE,38.0,38.0,37.75,37.75,37.75,38.25,355,13426.25,0020-01-29,5,INE412U01017,0.25,0.25,
BIL,EQ,173.9,182.55,172.1,179.6,174.0,173.9,3824,673784.5,0020-01-29,295,INE828A01016,10.450000000000017,10.450000000000017,
BILENERGY,EQ,0.95,0.95,0.9,0.95,0.95,0.9,134198,126579.6,0020-01-29,76,INE607L01029,0.04999999999999993,0.04999999999999993,
BINDALAGRO,EQ,16.0,16.0,14.65,14.85,14.9,14.85,32327,486623.5,0020-01-29,124,INE143A01010,1.3499999999999996,1.3499999999999996,
BIOCON,EQ,289.05,303.9,289.0,297.45,296.85,288.6,7779268,2.328370238E9,0020-01-29,91524,INE376G01013,14.899999999999977,14.899999999999977,
BIOFILCHEM,BE,11.85,12.45,11.6,11.95,11.9,12.1,5638,67944.2,0020-01-29,68,INE829A01014,0.8499999999999996,0.8499999999999996,
BIRLACABLE,EQ,58.35,59.5,57.9,58.55,57.9,58.35,37461,2198552.5,0020-01-29,501,INE800A01015,1.6000000000000014,1.6000000000000014,
BIRLACORPN,EQ,729.7,770.0,728.0,751.25,750.0,731.15,487172,3.682555376E8,0020-01-29,15382,INE340A01012,42.0,42.0,
BIRLAMONEY,EQ,35.7,35.7,34.8,34.85,35.0,34.8,34128,1197033.35,0020-01-29,472,INE865C01022,0.9000000000000057,0.9000000000000057,
BKMINDST,EQ,0.55,0.55,0.5,0.55,0.55,0.55,10510,5775.5,0020-01-29,9,INE831Q01016,0.050000000000000044,0.050000000000000044,
BLBLIMITED,EQ,5.0,5.1,4.7,5.05,5.1,4.85,48099,241634.4,0020-01-29,66,INE791A01024,0.39999999999999947,0.39999999999999947,
BLISSGVS,EQ,142.55,144.85,142.5,143.75,143.4,142.7,409744,5.887218415E7,0020-01-29,1665,INE416D01022,2.3499999999999943,2.3499999999999943,
BLKASHYAP,EQ,9.4,9.4,9.05,9.05,9.05,9.2,7832,72105.4,0020-01-29,64,INE350H01032,0.34999999999999964,0.34999999999999964,
BLS,EQ,67.0,68.7,66.5,67.1,67.45,67.45,8543,574122.55,0020-01-29,204,INE153T01027,2.200000000000003,2.200000000000003,
BLUEBLENDS,BE,0.75,0.75,0.7,0.7,0.7,0.75,1045,736.5,0020-01-29,5,INE113O01014,0.050000000000000044,0.050000000000000044,
BLUEDART,EQ,2602.0,2784.0,2602.0,2733.85,2723.1,2636.65,11887,3.217770165E7,0020-01-29,2162,INE233B01017,182.0,182.0,
BLUESTARCO,EQ,854.0,887.55,832.05,842.65,840.5,849.9,236097,2.033440653E8,0020-01-29,14014,INE472A01039,55.5,55.5,
BODALCHEM,EQ,74.15,74.75,73.15,73.85,73.45,73.4,112731,8325457.6,0020-01-29,1238,INE338D01028,1.5999999999999943,1.5999999999999943,
BOHRA,SM,1.3,1.3,1.3,1.3,1.3,1.35,4000,5200.0,0020-01-29,1,INE802W01015,0.0,0.0,
BOMDYEING,EQ,91.8,98.4,91.2,97.45,97.8,90.95,13019261,1.245845214E9,0020-01-29,57810,INE032A01023,7.200000000000003,7.200000000000003,
BOROSIL,EQ,174.55,179.8,173.5,178.4,178.25,173.2,81691,1.447162775E7,0020-01-29,1907,INE666D01022,6.300000000000011,6.300000000000011,
BOSCHLTD,EQ,14690.0,14886.95,14665.45,14737.55,14707.2,14689.55,14115,2.085596156E8,0020-01-29,4942,INE323A01026,221.5,221.5,
BPCL,EQ,483.95,486.9,476.65,479.05,478.65,480.95,7132327,3.43964189E9,0020-01-29,78973,INE029A01011,10.25,10.25,
BPL,EQ,22.0,22.5,22.0,22.2,22.05,22.05,71593,1587587.3,0020-01-29,696,INE110A01019,0.5,0.5,
BRFL,EQ,4.1,4.25,4.0,4.0,4.0,4.2,68189,276284.7,0020-01-29,68,INE589G01011,0.25,0.25,
BRIGADE,EQ,231.65,233.6,226.6,228.55,227.8,230.05,75598,1.75122454E7,0020-01-29,1737,INE791I01019,7.0,7.0,
BRITANNIA,EQ,3200.0,3245.5,3190.05,3214.2,3204.1,3181.25,434882,1.403065929E9,0020-01-29,44335,INE216A01030,55.44999999999982,55.44999999999982,
BRITANNIA,N2,31.98,31.98,31.66,31.69,31.69,31.67,146481,4640214.23,0020-01-29,115,INE216A07052,0.3200000000000003,55.76999999999982,
BRNL,EQ,70.8,72.4,67.0,71.95,71.95,68.1,49381,3524610.75,0020-01-29,904,INE727S01012,5.400000000000006,5.400000000000006,
BROOKS,EQ,39.05,41.7,39.05,41.2,40.8,39.05,46995,1926115.35,0020-01-29,594,INE650L01011,2.6500000000000057,2.6500000000000057,
BSE,EQ,542.05,545.95,537.25,541.65,542.45,540.85,65277,3.539004905E7,0020-01-29,1620,INE118H01025,8.700000000000045,8.700000000000045,
BSELINFRA,EQ,1.1,1.1,1.05,1.05,1.05,1.1,22301,24506.1,0020-01-29,10,INE395A01016,0.050000000000000044,0.050000000000000044,
BSHSL,SM,107.0,109.5,107.0,109.5,109.5,108.25,3600,390600.0,0020-01-29,3,INE032Z01012,2.5,2.5,
BSL,EQ,35.0,37.15,34.8,34.85,34.8,35.65,4704,165999.45,0020-01-29,144,INE594B01012,2.3500000000000014,2.3500000000000014,
BSLGOLDETF,EQ,3724.0,3738.0,3643.3,3711.75,3707.6,3739.9,113,416238.15,0020-01-29,52,INF209K01HT2,94.69999999999982,94.69999999999982,
BSOFT,EQ,72.5,72.5,71.3,71.85,71.6,71.75,270683,1.94553058E7,0020-01-29,2981,INE836A01035,1.2000000000000028,1.2000000000000028,
BURNPUR,EQ,1.25,1.25,1.15,1.25,1.25,1.2,40056,49069.95,0020-01-29,72,INE817H01014,0.10000000000000009,0.10000000000000009,
BUTTERFLY,EQ,260.0,264.0,251.0,252.2,251.2,256.9,66210,1.69490895E7,0020-01-29,1659,INE295F01017,13.0,13.0,
BVCL,BE,12.9,13.05,12.85,12.85,12.85,12.7,5305,68760.0,0020-01-29,15,INE139I01011,0.20000000000000107,0.20000000000000107,
BYKE,EQ,20.5,21.9,20.5,21.2,21.15,21.1,12325,262718.8,0020-01-29,86,INE319B01014,1.3999999999999986,1.3999999999999986,
CADILAHC,EQ,273.0,275.85,271.0,273.5,273.35,272.4,1295548,3.539790152E8,0020-01-29,14290,INE010B01027,4.850000000000023,4.850000000000023,
CADSYS,SM,32.9,32.9,32.9,32.9,32.9,31.5,2000,65800.0,0020-01-29,1,INE090Y01013,0.0,0.0,
CALSOFT,EQ,15.2,15.2,14.15,14.35,14.4,14.85,82049,1173999.05,0020-01-29,255,INE526B01014,1.049999999999999,1.049999999999999,
CAMLINFINE,EQ,81.7,83.9,79.3,80.15,79.55,81.95,488703,4.01195369E7,0020-01-29,7110,INE052I01032,4.6000000000000085,4.6000000000000085,
CANBK,EQ,205.85,207.9,203.55,204.1,203.9,203.6,5800555,1.192920049E9,0020-01-29,33655,INE476A01014,4.349999999999994,4.349999999999994,
CANDC,BZ,2.2,2.2,2.0,2.2,2.2,2.1,2350,5070.0,0020-01-29,15,INE874H01015,0.20000000000000018,0.20000000000000018,
CANFINHOME,EQ,474.65,495.8,472.65,487.95,484.0,473.65,1017911,4.951043488E8,0020-01-29,24765,INE477A01020,23.150000000000034,23.150000000000034,
CANTABIL,EQ,270.85,270.85,262.3,263.2,263.0,265.3,26813,7086397.2,0020-01-29,2104,INE068L01016,8.550000000000011,8.550000000000011,
CAPACITE,EQ,195.2,199.7,194.1,194.75,195.55,195.95,19018,3735474.35,0020-01-29,1208,INE264T01014,5.599999999999994,5.599999999999994,
CAPLIPOINT,EQ,291.05,293.5,286.5,287.25,286.5,289.45,61579,1.789779725E7,0020-01-29,1765,INE475E01026,7.0,7.0,
CAPTRUST,EQ,160.0,160.0,147.05,152.35,149.6,154.2,3332,518704.8,0020-01-29,91,INE707C01018,12.949999999999989,12.949999999999989,
CARBORUNIV,EQ,349.95,350.0,342.1,343.8,344.0,346.35,10840,3744561.35,0020-01-29,461,INE120A01034,7.899999999999977,7.899999999999977,
CAREERP,EQ,123.7,127.9,123.0,126.1,125.9,122.6,26240,3295026.05,0020-01-29,499,INE521J01018,4.900000000000006,4.900000000000006,
CARERATING,EQ,670.2,680.0,663.1,669.45,670.95,666.8,255562,1.716728752E8,0020-01-29,9978,INE752H01013,16.899999999999977,16.899999999999977,
CASTEXTECH,BE,0.35,0.4,0.35,0.35,0.4,0.35,52410,18419.15,0020-01-29,27,INE068D01021,0.050000000000000044,0.050000000000000044,
CASTROLIND,EQ,133.85,136.65,133.55,135.6,135.4,132.9,3651882,4.942110825E8,0020-01-29,23474,INE172A01027,3.0999999999999943,3.0999999999999943,
CCHHL,BE,3.2,3.2,3.0,3.05,3.1,3.1,8843,26966.25,0020-01-29,35,INE652F01027,0.20000000000000018,0.20000000000000018,
CCL,EQ,203.0,215.0,195.35,208.0,207.95,197.8,9931524,2.053167703E9,0020-01-29,68724,INE421D01022,19.650000000000006,19.650000000000006,
CDSL,EQ,273.0,274.8,269.0,270.55,269.5,271.7,336662,9.15456266E7,0020-01-29,5492,INE736A01011,5.800000000000011,5.800000000000011,
CEATLTD,EQ,1007.0,1007.0,993.2,998.45,997.8,998.8,57172,5.71242668E7,0020-01-29,2317,INE482A01020,13.799999999999955,13.799999999999955,
CEBBCO,EQ,15.5,16.0,15.1,15.25,15.3,15.6,43009,661583.4,0020-01-29,214,INE209L01016,0.9000000000000004,0.9000000000000004,
CELEBRITY,EQ,6.05,6.3,6.05,6.25,6.2,6.2,1017,6239.5,0020-01-29,11,INE185H01016,0.25,0.25,
CELESTIAL,BE,2.9,2.9,2.85,2.85,2.85,2.85,2382,6857.5,0020-01-29,10,INE221I01017,0.04999999999999982,0.04999999999999982,
CENTENKA,EQ,199.1,201.95,195.5,196.5,196.8,199.85,19635,3902361.7,0020-01-29,507,INE485A01015,6.449999999999989,6.449999999999989,
CENTEXT,EQ,3.2,3.2,3.05,3.15,3.15,3.1,57157,178748.4,0020-01-29,72,INE281A01026,0.15000000000000036,0.15000000000000036,
CENTRALBK,EQ,20.0,20.0,19.0,19.1,19.1,19.4,1266776,2.471063265E7,0020-01-29,3740,INE483A01010,1.0,1.0,
CENTRUM,EQ,22.75,22.9,21.6,21.95,21.8,22.2,43510,965082.65,0020-01-29,362,INE660C01027,1.2999999999999972,1.2999999999999972,
CENTUM,EQ,404.0,414.95,395.5,405.25,412.4,404.0,1314,534003.8,0020-01-29,115,INE320B01020,19.44999999999999,19.44999999999999,
CENTURYPLY,EQ,172.0,172.65,169.25,171.1,171.0,170.6,120819,2.062375825E7,0020-01-29,3091,INE348B01021,3.4000000000000057,3.4000000000000057,
CENTURYTEX,EQ,614.0,627.5,605.05,619.35,623.8,615.45,1874398,1.153318975E9,0020-01-29,29146,INE055A01016,22.450000000000045,22.450000000000045,
CERA,EQ,2697.95,2697.95,2678.45,2679.8,2679.0,2684.85,5410,1.452412195E7,0020-01-29,1611,INE739E01017,19.5,19.5,
CEREBRAINT,BE,31.1,31.1,31.1,31.1,31.1,29.65,27330,849963.0,0020-01-29,39,INE345B01019,0.0,0.0,
CESC,EQ,737.0,746.4,734.8,740.2,741.7,733.35,206846,1.533083556E8,0020-01-29,6420,INE486A01013,11.600000000000023,11.600000000000023,
CESCVENT,EQ,336.9,340.1,331.05,334.45,331.55,331.7,10396,3491937.25,0020-01-29,531,INE425Y01011,9.050000000000011,9.050000000000011,
CGCL,EQ,191.0,192.9,186.05,189.9,188.0,191.75,535636,1.00572016E8,0020-01-29,6838,INE180C01026,6.849999999999994,6.849999999999994,
CGPOWER,BZ,10.65,10.65,10.15,10.6,10.65,10.15,667168,7077889.45,0020-01-29,1014,INE067A01029,0.5,0.5,
CHALET,EQ,333.0,336.05,330.0,332.0,330.3,334.75,4304,1431756.0,0020-01-29,557,INE427F01016,6.050000000000011,6.050000000000011,
CHAMBLFERT,EQ,180.5,181.7,175.05,177.3,175.05,178.85,593382,1.052316636E8,0020-01-29,11125,INE085A01013,6.649999999999977,6.649999999999977,
CHEMBOND,EQ,223.55,236.0,223.55,233.8,228.0,230.0,2062,481946.95,0020-01-29,129,INE995D01025,12.449999999999989,12.449999999999989,
CHEMFAB,EQ,191.4,192.85,183.05,183.95,183.75,188.25,1058,196184.8,0020-01-29,88,INE783X01023,9.799999999999983,9.799999999999983,
CHENNPETRO,EQ,137.55,138.6,132.6,133.6,133.5,137.3,193736,2.624895535E7,0020-01-29,4041,INE178A01016,6.0,6.0,
CHOLAFIN,EQ,327.0,333.75,324.0,327.65,328.0,325.8,6085725,1.989781075E9,0020-01-29,26066,INE121A01024,9.75,9.75,
CHOLAHLDNG,EQ,552.25,563.0,540.05,547.2,546.9,554.55,117797,6.48676353E7,0020-01-29,5257,INE149A01033,22.950000000000045,22.950000000000045,
CHROMATIC,EQ,0.5,0.6,0.5,0.6,0.6,0.55,8899,4879.8,0020-01-29,10,INE662C01015,0.09999999999999998,0.09999999999999998,
CIGNITITEC,EQ,273.0,273.3,264.4,269.25,269.45,270.35,24934,6681332.5,0020-01-29,700,INE675C01017,8.900000000000034,8.900000000000034,
CIMMCO,EQ,24.8,25.25,23.5,24.5,24.3,24.15,54136,1325024.8,0020-01-29,405,INE184C01028,1.75,1.75,
CINELINE,EQ,38.65,39.0,37.5,37.85,37.6,38.3,10774,413654.6,0020-01-29,187,INE704H01022,1.5,1.5,
CINEVISTA,EQ,7.3,7.7,7.3,7.4,7.4,7.55,2875,21154.55,0020-01-29,13,INE039B01026,0.40000000000000036,0.40000000000000036,
CIPLA,EQ,464.7,467.4,460.35,461.55,461.05,464.7,1737293,8.05835142E8,0020-01-29,56487,INE059A01026,7.0499999999999545,7.0499999999999545,
CKFSL,EQ,0.45,0.45,0.4,0.4,0.4,0.45,778371,312792.85,0020-01-29,140,INE391Z01012,0.04999999999999999,0.04999999999999999,
CLEDUCATE,EQ,77.8,77.95,73.4,74.55,75.0,73.3,1569,117912.5,0020-01-29,64,INE201M01011,4.549999999999997,4.549999999999997,
CLNINDIA,EQ,406.9,409.25,401.0,402.2,402.6,400.45,26849,1.087967025E7,0020-01-29,3388,INE492A01029,8.25,8.25,
CMICABLES,EQ,47.0,47.7,45.1,45.75,45.6,46.7,13622,629139.25,0020-01-29,283,INE981B01011,2.6000000000000014,2.6000000000000014,
CMMIPL,SM,6.7,6.7,6.7,6.7,6.7,6.4,9000,60300.0,0020-01-29,3,INE289S01013,0.0,0.0,
CNOVAPETRO,EQ,7.1,7.5,7.1,7.35,7.35,7.6,1502,11039.4,0020-01-29,11,INE672K01025,0.40000000000000036,0.40000000000000036,
COALINDIA,EQ,191.0,193.0,188.0,191.05,191.1,189.15,10602818,2.030752999E9,0020-01-29,60651,INE522F01014,5.0,5.0,
COCHINSHIP,EQ,391.4,400.05,384.1,384.9,384.7,389.7,202500,7.887617965E7,0020-01-29,8395,INE704P01017,15.949999999999989,15.949999999999989,
COFFEEDAY,BZ,30.5,31.55,29.05,30.8,31.3,30.55,317010,9451630.25,0020-01-29,1460,INE335K01011,2.5,2.5,
COLPAL,EQ,1494.7,1503.0,1480.25,1484.1,1492.55,1482.15,542146,8.086688007E8,0020-01-29,37832,INE259A01022,22.75,22.75,
COMPINFO,EQ,19.1,19.25,17.35,17.5,17.35,19.25,168054,3075961.15,0020-01-29,680,INE070C01037,1.8999999999999986,1.8999999999999986,
COMPUSOFT,EQ,7.25,7.4,7.2,7.35,7.35,7.3,15441,112081.1,0020-01-29,63,INE453B01029,0.20000000000000018,0.20000000000000018,
CONCOR,EQ,575.0,581.9,570.45,579.65,579.0,571.75,902503,5.214609194E8,0020-01-29,23292,INE111A01025,11.449999999999932,11.449999999999932,
CONFIPET,EQ,27.0,30.1,26.5,28.25,28.0,26.7,408128,1.162636195E7,0020-01-29,2353,INE552D01024,3.6000000000000014,3.6000000000000014,
CONSOFINVT,EQ,37.55,37.55,36.45,36.75,36.5,37.5,1187,43987.7,0020-01-29,13,INE025A01027,1.0999999999999943,1.0999999999999943,
CONTI,SM,73.2,74.7,72.5,74.7,74.7,71.15,376000,2.77136E7,0020-01-29,79,INE340Z01019,2.200000000000003,2.200000000000003,
CONTROLPR,EQ,271.95,276.85,252.55,261.35,263.0,268.85,16630,4452694.8,0020-01-29,631,INE663B01015,24.30000000000001,24.30000000000001,
CORALFINAC,EQ,11.0,11.0,10.6,10.65,10.6,10.8,8049,85994.4,0020-01-29,70,INE558D01021,0.40000000000000036,0.40000000000000036,
CORDSCABLE,EQ,50.0,53.0,47.7,48.8,49.5,49.9,37612,1863611.5,0020-01-29,863,INE792I01017,5.299999999999997,5.299999999999997,
COROMANDEL,EQ,617.35,624.0,612.3,618.1,614.0,615.05,405868,2.518234064E8,0020-01-29,15162,INE169A01031,11.700000000000045,11.700000000000045,
CORPBANK,EQ,23.7,23.75,23.5,23.5,23.5,23.55,221444,5220422.0,0020-01-29,652,INE112A01023,0.25,0.25,
COSMOFILMS,EQ,276.5,281.25,276.5,278.35,280.75,276.2,8834,2459162.8,0020-01-29,393,INE757A01017,4.75,4.75,
COUNCODOS,EQ,1.6,1.65,1.55,1.6,1.6,1.6,12284,19088.65,0020-01-29,21,INE695B01025,0.09999999999999987,0.09999999999999987,
COX&KINGS,BZ,1.05,1.1,1.05,1.05,1.05,1.1,956275,1006233.6,0020-01-29,525,INE008I01026,0.050000000000000044,0.050000000000000044,
CPSEETF,EQ,21.51,21.77,21.47,21.59,21.65,21.48,2507799,5.419177116E7,0020-01-29,95455,INF457M01133,0.3000000000000007,0.3000000000000007,
CREATIVE,BE,103.95,108.0,100.2,100.25,101.75,104.95,13291,1344457.1,0020-01-29,44,INE985W01018,7.799999999999997,7.799999999999997,
CREATIVEYE,EQ,1.65,1.65,1.65,1.65,1.65,1.7,1000,1650.0,0020-01-29,1,INE230B01021,0.0,0.0,
CREDITACC,EQ,858.0,882.4,851.0,857.85,856.9,855.1,182387,1.575474133E8,0020-01-29,12671,INE741K01010,31.399999999999977,31.399999999999977,
CREST,EQ,97.35,106.1,97.35,104.9,105.0,97.35,21473,2231917.05,0020-01-29,435,INE559D01011,8.75,8.75,
CRISIL,EQ,1760.05,1774.8,1711.0,1742.6,1735.0,1758.3,29260,5.09334724E7,0020-01-29,7764,INE007A01025,63.799999999999955,63.799999999999955,
CROMPTON,EQ,260.25,263.3,255.0,258.25,255.2,258.65,343453,8.888777045E7,0020-01-29,12558,INE299U01018,8.300000000000011,8.300000000000011,
CSBBANK,EQ,196.6,197.0,190.0,193.0,192.0,194.75,176308,3.426301265E7,0020-01-29,3184,INE679A01013,7.0,7.0,
CTE,EQ,25.85,26.9,25.25,26.2,26.3,25.8,3682,94738.9,0020-01-29,185,INE627H01017,1.6499999999999986,1.6499999999999986,
CUB,EQ,242.0,243.05,235.8,237.8,237.15,242.4,596792,1.419989394E8,0020-01-29,11569,INE491A01021,7.25,7.25,
CUBEXTUB,EQ,12.8,13.0,12.8,12.9,12.9,12.8,2132,27362.6,0020-01-29,9,INE144D01012,0.1999999999999993,0.1999999999999993,
CUMMINSIND,EQ,624.0,652.8,594.0,601.2,597.55,588.35,18713513,1.1576572435E10,0020-01-29,313450,INE298A01020,58.799999999999955,58.799999999999955,
CUPID,EQ,232.4,235.0,227.0,228.1,228.0,228.55,41397,9527350.1,0020-01-29,1677,INE509F01011,8.0,8.0,
CYBERMEDIA,BE,2.05,2.05,2.05,2.05,2.05,2.0,100,205.0,0020-01-29,1,INE278G01037,0.0,0.0,
CYBERTECH,EQ,45.25,46.35,45.25,45.45,45.4,45.25,17199,785077.95,0020-01-29,243,INE214A01019,1.1000000000000014,1.1000000000000014,
CYIENT,EQ,494.0,499.0,487.15,490.5,491.8,492.45,153128,7.568479205E7,0020-01-29,8247,INE136B01020,11.850000000000023,11.850000000000023,
DAAWAT,EQ,29.0,29.15,28.1,28.25,28.15,28.6,722518,2.05836678E7,0020-01-29,2197,INE818H01020,1.0499999999999972,1.0499999999999972,
DABUR,EQ,490.9,495.5,488.7,491.6,491.35,488.4,830287,4.084728219E8,0020-01-29,16475,INE016A01026,6.800000000000011,6.800000000000011,
DALBHARAT,EQ,865.0,919.0,860.05,886.65,888.1,860.05,207527,1.857244627E8,0020-01-29,9115,INE00R701025,58.950000000000045,58.950000000000045,
DALMIASUG,EQ,120.0,124.3,120.0,122.15,122.0,119.45,354926,4.35079386E7,0020-01-29,4896,INE495A01022,4.299999999999997,4.299999999999997,
DAMODARIND,EQ,30.5,31.85,30.5,31.0,31.0,30.35,2133,65861.2,0020-01-29,29,INE497D01022,1.3500000000000014,1.3500000000000014,
DANGEE,SM,132.25,132.25,132.25,132.25,132.25,132.0,4800,634800.0,0020-01-29,4,INE688Y01014,0.0,0.0,
DATAMATICS,EQ,79.35,81.9,78.2,79.15,80.0,79.35,84143,6778052.6,0020-01-29,1718,INE365B01017,3.700000000000003,3.700000000000003,
