SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,dTOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,RANGE,runningTotal
NHAI,N4,1180.2,1180.3,1180.2,1180.3,1180.3,1200.0,100,118025.0,0020-01-30,2,INE906B07DD3,0.09999999999990905,24.87999999999988,
NHAI,N6,1294.9,1297.4,1294.9,1296.3,1295.01,1293.64,331,429075.4,0020-01-30,4,INE906B07DF8,2.5,27.37999999999988,
NHAI,N8,1135.0,1135.0,1122.02,1125.0,1125.0,1134.45,432,486127.2,0020-01-30,4,INE906B07EH2,12.980000000000018,40.3599999999999,
NHAI,N9,1175.0,1175.0,1175.0,1175.0,1175.0,1165.8,100,117500.0,0020-01-30,1,INE906B07EI0,0.0,40.3599999999999,
NHAI,NA,1199.0,1201.99,1199.0,1200.49,1200.49,1198.73,7974,9570044.52,0020-01-30,41,INE906B07EJ8,2.990000000000009,43.34999999999991,
NHAI,NE,1169.9,1169.91,1168.0,1169.91,1169.91,1168.56,472,552111.34,0020-01-30,5,INE906B07EP5,1.9100000000000819,45.25999999999999,
NHBTF2014,N6,6580.0,6590.0,6545.0,6548.19,6545.0,6572.92,577,3782170.3,0020-01-30,17,INE557F07132,45.0,45.0,
NHPC,EQ,26.3,26.4,25.05,25.2,25.2,26.15,5968109,1.5208682545E8,0020-01-30,13898,INE848E01016,1.3499999999999979,1.3499999999999979,
NHPC,N6,1346.01,1348.01,1346.01,1348.01,1348.01,1378.87,100,134701.0,0020-01-30,2,INE848E07567,2.0,3.349999999999998,
NIACL,EQ,161.0,161.5,153.35,155.2,154.45,160.55,194597,3.061428935E7,0020-01-30,3571,INE470Y01017,8.150000000000006,8.150000000000006,
NIBL,EQ,6.05,6.05,5.75,5.8,5.8,5.95,1529,8965.3,0020-01-30,16,INE047O01014,0.2999999999999998,0.2999999999999998,
NIFTYBEES,EQ,128.95,129.0,127.5,127.74,127.7,128.76,1074097,1.373975637E8,0020-01-30,5104,INF204KB14I2,1.5,1.5,
NIFTYEES,EQ,15634.56,15634.56,15634.56,15634.56,15634.56,15642.0,1,15634.56,0020-01-30,1,INF754K01EK3,0.0,0.0,
NIITLTD,EQ,100.55,100.55,98.15,98.6,98.75,100.5,175781,1.73772179E7,0020-01-30,2330,INE161A01038,2.3999999999999915,2.3999999999999915,
NIITTECH,EQ,1935.0,1935.0,1832.05,1849.0,1863.6,1941.05,1514678,2.83564266085E9,0020-01-30,53593,INE591G01017,102.95000000000005,102.95000000000005,
NILAINFRA,EQ,5.45,5.5,5.25,5.35,5.35,5.5,166140,891110.75,0020-01-30,236,INE937C01029,0.25,0.25,
NILASPACES,EQ,1.25,1.25,1.25,1.25,1.25,1.3,14767,18458.75,0020-01-30,19,INE00S901012,0.0,0.0,
NILKAMAL,EQ,1439.0,1439.0,1388.0,1415.1,1421.9,1451.65,34742,4.87003399E7,0020-01-30,4346,INE310A01015,51.0,51.0,
NIPPOBATRY,EQ,522.05,529.9,513.95,525.25,526.9,521.35,819,427275.1,0020-01-30,105,INE567A01010,15.949999999999932,15.949999999999932,
NITCO,EQ,29.15,29.6,28.65,29.0,28.8,29.3,19183,557030.45,0020-01-30,141,INE858F01012,0.9500000000000028,0.9500000000000028,
NITINFIRE,BZ,0.35,0.4,0.35,0.4,0.4,0.35,29993,11832.15,0020-01-30,22,INE489H01020,0.050000000000000044,0.050000000000000044,
NITINSPIN,EQ,58.05,59.4,55.0,55.7,55.25,58.05,27944,1583005.35,0020-01-30,490,INE229H01012,4.399999999999999,4.399999999999999,
NKIND,EQ,18.35,19.25,17.45,17.75,17.5,18.35,1420,25399.8,0020-01-30,26,INE542C01019,1.8000000000000007,1.8000000000000007,
NLCINDIA,EQ,59.3,60.2,58.45,59.5,60.15,59.0,660038,3.896900765E7,0020-01-30,2300,INE589A01014,1.75,1.75,
NMDC,EQ,122.55,123.4,118.45,120.4,119.8,122.45,6865376,8.333142394E8,0020-01-30,30432,INE584A01023,4.950000000000003,4.950000000000003,
NOCIL,EQ,117.85,117.85,108.0,109.95,108.5,117.2,1173003,1.317103836E8,0020-01-30,12973,INE163A01018,9.849999999999994,9.849999999999994,
NOIDATOLL,EQ,3.8,3.8,3.5,3.6,3.65,3.65,55561,202815.5,0020-01-30,74,INE781B01015,0.2999999999999998,0.2999999999999998,
NPBET,EQ,170.7,171.79,170.09,171.79,171.79,173.0,316,54217.9,0020-01-30,6,INF277K010X4,1.6999999999999886,1.6999999999999886,
NRAIL,EQ,258.0,258.0,242.0,248.7,248.0,251.2,10178,2519762.25,0020-01-30,416,INE740D01017,16.0,16.0,
NRBBEARING,EQ,100.6,100.6,96.85,97.9,97.0,99.5,24469,2392507.35,0020-01-30,644,INE349A01021,3.75,3.75,
NSIL,EQ,751.0,779.95,751.0,757.0,757.0,755.7,77,58597.95,0020-01-30,54,INE023A01030,28.950000000000045,28.950000000000045,
NTL,BE,0.35,0.4,0.35,0.4,0.4,0.35,3857,1467.8,0020-01-30,2,INE333I01036,0.050000000000000044,0.050000000000000044,
NTPC,EQ,113.45,114.8,112.05,113.65,113.75,113.2,18545239,2.1088427971E9,0020-01-30,59895,INE733E01010,2.75,2.75,
NTPC,N4,1143.0,1150.55,1143.0,1149.99,1149.99,1143.0,338,387618.42,0020-01-30,5,INE733E07JH3,7.5499999999999545,10.299999999999955,
NTPC,N6,1320.0,1349.58,1318.0,1318.12,1318.0,1349.0,144,190064.16,0020-01-30,8,INE733E07JJ9,31.579999999999927,41.87999999999988,
NTPC,N7,13.95,14.0,13.88,13.91,13.91,13.95,134572,1872152.57,0020-01-30,53,INE733E07JP6,0.11999999999999922,41.99999999999988,
NTPC,NB,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,2,2210.0,0020-01-30,1,INE733E07JU6,0.0,41.99999999999988,
NUCLEUS,EQ,313.9,313.9,305.0,308.95,308.0,310.9,12606,3880662.15,0020-01-30,1331,INE096B01018,8.899999999999977,8.899999999999977,
NXTDIGITAL,EQ,387.8,399.7,387.8,392.25,390.0,391.4,1983,773067.7,0020-01-30,197,INE353A01023,11.899999999999977,11.899999999999977,
OAL,EQ,208.0,213.55,201.0,202.1,201.0,208.15,2882,589412.1,0020-01-30,233,INE959C01023,12.550000000000011,12.550000000000011,
OBEROIRLTY,EQ,560.0,560.0,530.25,554.65,553.8,553.5,554123,3.0368257115E8,0020-01-30,12248,INE093I01010,29.75,29.75,
OCCL,EQ,1027.0,1042.9,1021.0,1029.5,1031.5,1026.3,1572,1621220.45,0020-01-30,219,INE321D01016,21.90000000000009,21.90000000000009,
OFSS,EQ,2900.45,2910.0,2813.45,2864.6,2845.0,2901.85,8386,2.40819892E7,0020-01-30,2007,INE881D01027,96.55000000000018,96.55000000000018,
OIL,EQ,140.0,140.25,137.0,138.1,138.7,139.8,2882185,3.992990598E8,0020-01-30,15324,INE274J01014,3.25,3.25,
OILCOUNTUB,BE,5.35,5.35,5.35,5.35,5.35,5.6,11881,63563.35,0020-01-30,51,INE591A01010,0.0,0.0,
OISL,EQ,2.9,3.0,2.9,2.9,2.9,2.95,7644,22318.0,0020-01-30,11,INE196J01019,0.10000000000000009,0.10000000000000009,
OLECTRA,EQ,172.0,173.8,167.5,168.9,169.75,171.9,65175,1.10405087E7,0020-01-30,1392,INE260D01016,6.300000000000011,6.300000000000011,
OMAXAUTO,EQ,53.95,55.1,49.45,50.9,51.0,53.85,21132,1105631.0,0020-01-30,369,INE090B01011,5.649999999999999,5.649999999999999,
OMAXE,EQ,158.75,158.75,151.0,154.9,154.8,155.5,176184,2.729615935E7,0020-01-30,1345,INE800H01010,7.75,7.75,
OMKARCHEM,EQ,4.5,4.55,4.3,4.55,4.55,4.35,11469,51488.35,0020-01-30,65,INE474L01016,0.25,0.25,
OMMETALS,EQ,23.8,24.25,22.95,23.3,23.8,23.85,15348,362298.0,0020-01-30,131,INE239D01028,1.3000000000000007,1.3000000000000007,
ONELIFECAP,EQ,7.8,8.4,7.8,8.2,8.35,8.1,945,7557.95,0020-01-30,9,INE912L01015,0.6000000000000005,0.6000000000000005,
ONEPOINT,EQ,20.0,20.4,19.0,20.4,20.4,19.45,30146,602209.45,0020-01-30,137,INE840Y01011,1.3999999999999986,1.3999999999999986,
ONGC,EQ,117.55,117.55,115.0,115.6,115.5,117.65,21142714,2.4585168678E9,0020-01-30,59600,INE213A01029,2.549999999999997,2.549999999999997,
ONMOBILE,EQ,29.9,30.2,29.25,29.55,29.5,29.6,82419,2449269.8,0020-01-30,614,INE809I01019,0.9499999999999993,0.9499999999999993,
ONWARDTEC,EQ,63.65,65.45,63.5,64.9,65.1,63.65,4495,291060.25,0020-01-30,130,INE229A01017,1.9500000000000028,1.9500000000000028,
OPTIEMUS,EQ,28.8,31.45,28.8,30.2,30.4,30.05,18589,564687.65,0020-01-30,170,INE350C01017,2.6499999999999986,2.6499999999999986,
OPTOCIRCUI,EQ,2.75,2.85,2.75,2.85,2.8,2.75,173055,487104.0,0020-01-30,124,INE808B01016,0.10000000000000009,0.10000000000000009,
ORBTEXP,EQ,86.5,86.5,84.5,84.9,84.5,85.9,1835,156536.25,0020-01-30,115,INE231G01010,2.0,2.0,
ORICONENT,EQ,20.0,20.0,18.45,18.7,19.0,19.2,34679,652862.15,0020-01-30,568,INE730A01022,1.5500000000000007,1.5500000000000007,
ORIENTABRA,EQ,17.25,18.15,17.25,17.8,18.0,17.5,37218,662365.0,0020-01-30,252,INE569C01020,0.8999999999999986,0.8999999999999986,
ORIENTALTL,EQ,10.05,10.2,10.0,10.0,10.0,10.0,1216,12177.2,0020-01-30,12,INE998H01012,0.1999999999999993,0.1999999999999993,
ORIENTBANK,EQ,52.05,52.3,51.2,51.45,51.35,52.05,416680,2.148670615E7,0020-01-30,3184,INE141A01014,1.0999999999999943,1.0999999999999943,
ORIENTBELL,EQ,128.0,128.0,124.0,125.3,125.0,127.75,8534,1075837.25,0020-01-30,286,INE607D01018,4.0,4.0,
ORIENTCEM,EQ,83.3,83.85,80.1,80.95,80.5,84.45,168000,1.36776199E7,0020-01-30,1138,INE876N01018,3.75,3.75,
ORIENTELEC,EQ,234.4,239.9,227.05,236.9,238.9,234.4,185525,4.360836125E7,0020-01-30,8437,INE142Z01019,12.849999999999994,12.849999999999994,
ORIENTHOT,EQ,32.55,32.95,32.0,32.05,32.0,32.55,18905,610313.9,0020-01-30,115,INE750A01020,0.9500000000000028,0.9500000000000028,
ORIENTLTD,EQ,93.1,94.5,93.0,93.0,93.0,93.1,6,559.85,0020-01-30,5,INE609C01024,1.5,1.5,
ORIENTPPR,EQ,25.25,25.3,24.5,24.65,24.6,25.2,278599,6911363.15,0020-01-30,1216,INE592A01026,0.8000000000000007,0.8000000000000007,
ORIENTREF,EQ,255.6,258.25,246.55,252.45,253.35,255.6,44714,1.12829232E7,0020-01-30,2574,INE743M01012,11.699999999999989,11.699999999999989,
ORISSAMINE,EQ,1924.8,2009.4,1924.0,1965.4,1971.0,1907.05,127744,2.516549345E8,0020-01-30,12934,INE725E01024,85.40000000000009,85.40000000000009,
ORTEL,BZ,0.6,0.6,0.5,0.5,0.5,0.55,26514,14015.4,0020-01-30,12,INE849L01019,0.09999999999999998,0.09999999999999998,
ORTINLABSS,EQ,9.5,9.55,9.15,9.25,9.25,9.6,8107,75799.85,0020-01-30,1066,INE749B01012,0.40000000000000036,0.40000000000000036,
OSWALAGRO,EQ,7.6,7.7,7.15,7.55,7.6,7.6,13746,101527.15,0020-01-30,116,INE142A01012,0.5499999999999998,0.5499999999999998,
PAEL,BE,2.8,3.0,2.8,3.0,3.0,2.9,3223,9401.45,0020-01-30,9,INE766A01018,0.20000000000000018,0.20000000000000018,
PAGEIND,EQ,25144.05,25144.05,24300.1,24425.2,24360.0,25039.15,36054,8.854001896E8,0020-01-30,10583,INE761H01022,843.9500000000007,843.9500000000007,
PAISALO,EQ,289.0,289.0,265.2,273.65,274.0,291.4,64704,1.772448385E7,0020-01-30,1841,INE420C01042,23.80000000000001,23.80000000000001,
PALASHSECU,BE,29.05,29.65,29.05,29.65,29.65,30.45,156,4598.4,0020-01-30,6,INE471W01019,0.5999999999999979,0.5999999999999979,
PALREDTEC,EQ,19.4,19.95,19.3,19.3,19.3,20.3,523,10208.15,0020-01-30,53,INE218G01033,0.6499999999999986,0.6499999999999986,
PANACEABIO,EQ,130.25,131.5,129.0,130.1,130.0,130.2,21730,2830240.95,0020-01-30,497,INE922B01023,2.5,2.5,
PANACHE,EQ,66.8,66.85,62.5,62.5,62.55,65.25,3899,256747.9,0020-01-30,25,INE895W01019,4.349999999999994,4.349999999999994,
PANAMAPET,EQ,66.65,67.25,63.95,64.25,64.0,66.4,8907,581181.5,0020-01-30,211,INE305C01029,3.299999999999997,3.299999999999997,
PAPERPROD,EQ,253.4,253.4,246.1,247.2,248.9,250.85,6479,1609737.25,0020-01-30,197,INE275B01026,7.300000000000011,7.300000000000011,
PARABDRUGS,BE,1.35,1.35,1.35,1.35,1.35,1.4,564,761.4,0020-01-30,8,INE618H01016,0.0,0.0,
PARACABLES,EQ,8.4,8.8,8.1,8.2,8.25,8.6,94171,785210.5,0020-01-30,216,INE074B01023,0.7000000000000011,0.7000000000000011,
PARAGMILK,EQ,145.8,146.45,139.05,143.45,145.0,145.45,399823,5.67788613E7,0020-01-30,7856,INE883N01014,7.399999999999977,7.399999999999977,
PARSVNATH,BE,2.2,2.2,2.1,2.15,2.15,2.15,42901,91394.4,0020-01-30,41,INE561H01026,0.10000000000000009,0.10000000000000009,
PASHUPATI,SM,46.25,68.0,46.25,57.5,57.5,57.5,20800,1200960.0,0020-01-30,7,INE124Y01010,21.75,21.75,
PATELENG,EQ,21.5,21.8,19.9,20.35,20.0,21.3,293731,6090546.4,0020-01-30,1220,INE244B01030,1.9000000000000021,1.9000000000000021,
PATINTLOG,EQ,24.25,24.5,23.05,24.05,24.5,24.25,9792,231826.05,0020-01-30,78,INE529D01014,1.4499999999999993,1.4499999999999993,
PATSPINLTD,BE,4.25,4.3,4.25,4.3,4.25,4.25,975,4183.75,0020-01-30,7,INE790C01014,0.04999999999999982,0.04999999999999982,
PCJEWELLER,EQ,22.8,22.85,22.2,22.65,22.65,22.8,2490624,5.60528398E7,0020-01-30,5996,INE785M01013,0.6500000000000021,0.6500000000000021,
PDMJEPAPER,EQ,16.5,16.5,15.8,16.4,16.35,16.4,31862,516117.45,0020-01-30,175,INE865T01018,0.6999999999999993,0.6999999999999993,
PDPL,BE,2.65,2.7,2.65,2.7,2.7,2.65,1079,2909.35,0020-01-30,4,INE904D01019,0.050000000000000266,0.050000000000000266,
PDSMFL,EQ,324.0,324.0,312.0,316.0,316.0,316.8,1355,426703.6,0020-01-30,286,INE111Q01013,12.0,12.0,
PEARLPOLY,BE,15.95,16.5,15.95,16.5,16.5,16.45,1750,28765.0,0020-01-30,7,INE844A01013,0.5500000000000007,0.5500000000000007,
PEL,EQ,1712.9,1712.9,1562.6,1578.1,1571.9,1702.3,1713179,2.785630309E9,0020-01-30,53429,INE140A01024,150.30000000000018,150.30000000000018,
PENIND,EQ,26.0,26.0,25.6,25.95,26.0,26.0,171542,4437402.1,0020-01-30,293,INE932A01024,0.3999999999999986,0.3999999999999986,
PENINLAND,BE,5.25,5.5,5.2,5.3,5.3,5.35,64608,344474.15,0020-01-30,62,INE138A01028,0.2999999999999998,0.2999999999999998,
PERSISTENT,EQ,695.25,707.45,680.6,689.15,692.0,700.9,42050,2.91085902E7,0020-01-30,3065,INE262H01013,26.850000000000023,26.850000000000023,
PETRONENGG,BE,7.6,8.0,7.6,8.0,8.0,7.95,35,276.0,0020-01-30,4,INE742A01019,0.40000000000000036,0.40000000000000036,
PETRONET,EQ,273.6,276.45,268.7,269.65,269.2,273.85,1940696,5.282848916E8,0020-01-30,30363,INE347G01014,7.75,7.75,
PFC,EQ,118.5,120.3,116.55,119.5,119.1,118.1,10608180,1.26020464135E9,0020-01-30,41018,INE134E01011,3.75,3.75,
PFC,N2,1120.0,1120.0,1120.0,1120.0,1120.0,1109.52,1,1120.0,0020-01-30,1,INE134E07349,0.0,3.75,
PFC,N4,1070.0,1070.0,1070.0,1070.0,1070.0,1071.29,30,32100.0,0020-01-30,2,INE134E07190,0.0,3.75,
PFC,N6,1105.0,1105.0,1105.0,1105.0,1105.0,1105.15,21,23205.0,0020-01-30,4,INE134E07422,0.0,3.75,
PFC,N8,1320.0,1320.0,1316.5,1318.0,1318.0,1314.99,1362,1794910.5,0020-01-30,6,INE134E07463,3.5,7.25,
PFIZER,EQ,4349.0,4349.0,4203.5,4233.3,4203.5,4332.95,13855,5.903515705E7,0020-01-30,2726,INE182A01018,145.5,145.5,
PFOCUS,EQ,42.95,43.9,38.0,41.85,41.95,42.2,166634,6970692.9,0020-01-30,221,INE367G01038,5.899999999999999,5.899999999999999,
PFS,EQ,15.65,15.75,15.0,15.2,15.25,15.65,579540,8821284.05,0020-01-30,1365,INE560K01014,0.75,0.75,
PGEL,EQ,76.8,76.8,73.1,73.15,74.1,76.9,52925,3940794.2,0020-01-30,564,INE457L01011,3.700000000000003,3.700000000000003,
PGHH,EQ,11160.05,11245.0,10739.4,10926.9,10849.85,11160.05,3590,3.96205961E7,0020-01-30,1028,INE179A01014,505.60000000000036,505.60000000000036,
PGHL,EQ,4420.0,4430.0,4310.0,4329.95,4334.0,4409.3,7363,3.21413099E7,0020-01-30,1927,INE199A01012,120.0,120.0,
PGIL,EQ,158.0,158.0,150.45,154.2,153.0,151.35,2085,321308.4,0020-01-30,136,INE940H01014,7.550000000000011,7.550000000000011,
PHILIPCARB,EQ,136.15,136.15,129.1,129.9,130.0,135.25,660425,8.676458015E7,0020-01-30,9092,INE602A01023,7.050000000000011,7.050000000000011,
PHOENIXLTD,EQ,868.7,879.8,851.0,873.65,879.35,846.95,139110,1.2065145215E8,0020-01-30,3560,INE211B01039,28.799999999999955,28.799999999999955,
PIDILITIND,EQ,1535.0,1545.0,1495.0,1520.85,1522.1,1496.7,2558856,3.89032736255E9,0020-01-30,80612,INE318A01026,50.0,50.0,
PIIND,EQ,1539.75,1547.6,1503.8,1525.7,1538.0,1538.6,114098,1.7344189385E8,0020-01-30,13330,INE603J01030,43.799999999999955,43.799999999999955,
PILANIINVS,EQ,1790.0,1790.0,1762.05,1774.25,1785.0,1774.2,2593,4609652.45,0020-01-30,146,INE417C01014,27.950000000000045,27.950000000000045,
PILITA,EQ,6.15,6.15,5.85,5.95,6.0,6.05,63341,379726.45,0020-01-30,78,INE600A01035,0.3000000000000007,0.3000000000000007,
PIONDIST,EQ,127.0,130.0,125.8,126.8,126.4,127.45,54393,6998409.4,0020-01-30,469,INE889E01010,4.200000000000003,4.200000000000003,
PIONEEREMB,EQ,31.6,31.65,30.3,31.25,31.45,31.25,108156,3372848.55,0020-01-30,341,INE156C01018,1.3499999999999979,1.3499999999999979,
PITTIENG,EQ,44.75,44.85,44.05,44.2,44.15,44.75,8534,378207.05,0020-01-30,111,INE450D01021,0.8000000000000043,0.8000000000000043,
PKTEA,BE,134.3,139.0,127.7,134.0,134.0,132.8,545,73633.2,0020-01-30,15,INE431F01018,11.299999999999997,11.299999999999997,
PLASTIBLEN,EQ,200.0,202.4,196.85,199.55,200.0,198.95,7875,1573898.85,0020-01-30,241,INE083C01022,5.550000000000011,5.550000000000011,
PNB,EQ,61.1,61.25,59.65,59.95,59.9,60.95,13591961,8.187543399E8,0020-01-30,29591,INE160A01022,1.6000000000000014,1.6000000000000014,
PNBGILTS,EQ,28.45,28.45,28.0,28.1,28.2,28.15,78153,2193972.75,0020-01-30,210,INE859A01011,0.4499999999999993,0.4499999999999993,
PNBHOUSING,EQ,449.0,450.8,436.25,442.5,439.1,449.05,830158,3.6759359555E8,0020-01-30,22474,INE572E01012,14.550000000000011,14.550000000000011,
PNC,EQ,16.35,16.35,15.75,16.25,16.25,16.1,1191,19009.8,0020-01-30,45,INE392B01011,0.6000000000000014,0.6000000000000014,
PNCINFRA,EQ,197.4,198.45,195.0,197.4,196.55,197.15,760823,1.500145746E8,0020-01-30,3051,INE195J01029,3.4499999999999886,3.4499999999999886,
PODDARHOUS,EQ,298.05,298.05,292.0,295.55,295.0,298.95,84,24831.5,0020-01-30,18,INE888B01018,6.050000000000011,6.050000000000011,
PODDARMENT,EQ,186.1,190.0,182.0,188.3,188.15,189.0,1369,257901.9,0020-01-30,91,INE371C01013,8.0,8.0,
POKARNA,EQ,104.6,107.75,104.6,104.6,104.6,110.1,46050,4853272.15,0020-01-30,562,INE637C01025,3.1500000000000057,3.1500000000000057,
POLYCAB,EQ,993.95,993.95,970.1,975.65,976.55,989.3,147813,1.4447088575E8,0020-01-30,9824,INE455K01017,23.850000000000023,23.850000000000023,
POLYMED,EQ,293.9,294.8,280.0,285.05,285.0,293.15,71038,2.020403145E7,0020-01-30,3951,INE205C01021,14.800000000000011,14.800000000000011,
POLYPLEX,EQ,576.0,576.0,553.5,555.1,554.1,573.65,42323,2.37475504E7,0020-01-30,3628,INE633B01018,22.5,22.5,
PONNIERODE,EQ,164.3,164.3,153.5,155.5,157.8,164.3,2965,469219.95,0020-01-30,225,INE838E01017,10.800000000000011,10.800000000000011,
POWERGRID,EQ,192.4,195.25,191.4,194.4,194.0,192.4,14842148,2.8794828761E9,0020-01-30,69866,INE752E01010,3.8499999999999943,3.8499999999999943,
POWERMECH,EQ,762.0,768.65,745.0,760.85,754.15,749.7,24473,1.857559605E7,0020-01-30,3285,INE211R01019,23.649999999999977,23.649999999999977,
PPAP,EQ,201.15,201.15,185.6,186.75,186.95,200.1,41999,7944678.15,0020-01-30,1211,INE095I01015,15.550000000000011,15.550000000000011,
PPL,EQ,63.5,64.4,59.15,60.55,60.0,63.8,62583,3826709.65,0020-01-30,822,INE050001010,5.250000000000007,5.250000000000007,
PRABHAT,EQ,85.0,86.5,85.0,85.8,86.0,85.55,76661,6595722.3,0020-01-30,130,INE302M01033,1.5,1.5,
PRADIP,BE,0.45,0.55,0.45,0.55,0.55,0.5,3583,1712.45,0020-01-30,5,INE495J01015,0.10000000000000003,0.10000000000000003,
PRAENG,EQ,6.65,6.65,6.3,6.35,6.4,6.4,5247,33476.6,0020-01-30,37,INE505C01016,0.35000000000000053,0.35000000000000053,
PRAJIND,EQ,115.5,115.75,111.9,112.75,112.35,115.9,693122,7.839071415E7,0020-01-30,9025,INE074A01025,3.8499999999999943,3.8499999999999943,
PRAKASH,EQ,50.4,50.4,47.0,47.55,47.25,50.3,945935,4.545479225E7,0020-01-30,6177,INE603A01013,3.3999999999999986,3.3999999999999986,
PRECAM,BE,39.6,40.5,39.1,39.9,39.55,40.05,8697,347542.15,0020-01-30,56,INE484I01029,1.3999999999999986,1.3999999999999986,
PRECOT,EQ,26.1,28.6,25.25,28.6,28.6,26.0,12567,356540.0,0020-01-30,110,INE283A01014,3.3500000000000014,3.3500000000000014,
PRECWIRE,EQ,172.5,172.5,163.0,164.35,163.25,168.55,3254,533896.85,0020-01-30,321,INE372C01029,9.5,9.5,
PREMEXPLN,EQ,143.15,144.9,141.5,142.4,142.1,144.4,5018,715781.05,0020-01-30,168,INE863B01011,3.4000000000000057,3.4000000000000057,
PREMIERPOL,EQ,23.0,23.0,22.75,23.0,23.0,23.55,128,2943.75,0020-01-30,5,INE309M01012,0.25,0.25,
PRESSMN,EQ,26.6,28.9,25.05,25.45,25.35,26.9,66811,1768883.1,0020-01-30,878,INE980A01023,3.849999999999998,3.849999999999998,
PRESTIGE,EQ,378.5,382.0,372.1,374.95,374.5,376.5,207684,7.816535715E7,0020-01-30,7024,INE811K01011,9.899999999999977,9.899999999999977,
PRICOLLTD,EQ,59.55,59.95,58.05,59.3,59.4,59.0,226997,1.339238625E7,0020-01-30,1419,INE726V01018,1.9000000000000057,1.9000000000000057,
PRIMESECU,EQ,42.65,42.95,40.55,41.1,40.8,41.55,5207,214632.15,0020-01-30,131,INE032B01021,2.4000000000000057,2.4000000000000057,
PRINCEPIPE,EQ,179.1,179.4,172.5,174.25,173.85,177.85,216496,3.8026382E7,0020-01-30,4027,INE689W01016,6.900000000000006,6.900000000000006,
PROSEED,EQ,0.25,0.25,0.25,0.25,0.25,0.3,23288,5822.0,0020-01-30,5,INE217G01027,0.0,0.0,
PROZONINTU,EQ,19.0,19.35,18.75,18.95,19.05,19.05,17227,325721.4,0020-01-30,80,INE195N01013,0.6000000000000014,0.6000000000000014,
PRSMJOHNSN,EQ,70.65,71.75,69.6,70.0,70.0,71.35,173182,1.222515185E7,0020-01-30,1367,INE010A01011,2.1500000000000057,2.1500000000000057,
PSB,EQ,20.2,20.2,19.5,19.55,19.55,19.6,18169,356326.7,0020-01-30,132,INE608A01012,0.6999999999999993,0.6999999999999993,
PSL,EQ,0.55,0.55,0.55,0.55,0.55,0.5,9741,5357.55,0020-01-30,26,INE474B01017,0.0,0.0,
PSPPROJECT,EQ,525.3,528.0,516.2,520.9,518.1,529.0,12093,6313033.45,0020-01-30,716,INE488V01015,11.799999999999955,11.799999999999955,
PSUBNKBEES,EQ,26.1,26.1,25.71,25.92,25.87,26.13,45473,1179026.95,0020-01-30,127,INF204KB16I7,0.39000000000000057,0.39000000000000057,
PTC,EQ,60.45,60.45,59.05,59.4,59.35,59.8,315949,1.880406045E7,0020-01-30,2046,INE877F01012,1.4000000000000057,1.4000000000000057,
PTL,EQ,37.6,37.6,37.1,37.5,37.6,37.6,832,31063.25,0020-01-30,26,INE034D01031,0.5,0.5,
PULZ,SM,19.7,19.8,19.7,19.8,19.8,18.8,8000,158000.0,0020-01-30,2,INE335X01014,0.10000000000000142,0.10000000000000142,
PUNJABCHEM,EQ,537.0,537.3,513.0,522.95,525.0,536.5,1023,535718.2,0020-01-30,187,INE277B01014,24.299999999999955,24.299999999999955,
PUNJLLOYD,BZ,1.15,1.15,1.05,1.05,1.05,1.1,110757,120334.9,0020-01-30,76,INE701B01021,0.09999999999999987,0.09999999999999987,
PURVA,EQ,69.15,69.65,67.45,68.25,68.35,69.75,230816,1.57746194E7,0020-01-30,1120,INE323I01011,2.200000000000003,2.200000000000003,
PUSHPREALM,SM,6.15,6.15,6.15,6.15,6.15,5.9,2000,12300.0,0020-01-30,1,INE728W01012,0.0,0.0,
PVR,EQ,1958.55,1994.1,1941.1,1973.05,1972.2,1958.55,381582,7.526476518E8,0020-01-30,21699,INE191H01014,53.0,53.0,
QGOLDHALF,EQ,1771.2,1789.0,1771.2,1786.0,1786.0,1767.0,3505,6259907.85,0020-01-30,230,INF082J01010,17.799999999999955,17.799999999999955,
QUESS,EQ,632.9,638.2,596.25,620.35,622.0,620.05,443186,2.725594795E8,0020-01-30,18542,INE615P01015,41.950000000000045,41.950000000000045,
QUICKHEAL,EQ,131.0,131.25,127.1,128.85,128.6,130.85,122489,1.576891205E7,0020-01-30,4166,INE306L01010,4.150000000000006,4.150000000000006,
RADAAN,EQ,1.1,1.1,1.0,1.0,1.0,1.05,5063,5069.3,0020-01-30,4,INE874F01027,0.10000000000000009,0.10000000000000009,
RADICO,EQ,380.0,409.7,380.0,400.45,403.85,384.6,1825401,7.3095399015E8,0020-01-30,37366,INE944F01028,29.69999999999999,29.69999999999999,
RADIOCITY,EQ,26.9,27.8,26.4,27.5,27.4,26.9,136896,3726206.5,0020-01-30,1259,INE919I01024,1.4000000000000021,1.4000000000000021,
RAIN,EQ,114.6,114.9,110.0,110.9,110.3,114.6,877805,9.826568895E7,0020-01-30,8641,INE855B01025,4.900000000000006,4.900000000000006,
RAJESHEXPO,EQ,727.75,729.0,718.0,724.7,727.0,723.25,177408,1.2851440145E8,0020-01-30,3915,INE343B01030,11.0,11.0,
